Path;Fold
Brass/Bass_Tuba/ordinario/BTb-ord-G1-mf-N-N.wav;2
Brass/Bass_Tuba/ordinario/BTb-ord-G#1-mf-N-T18u.wav;1
Brass/Bass_Tuba/ordinario/BTb-ord-A1-mf-N-T33u.wav;2
Brass/Bass_Tuba/ordinario/BTb-ord-A#1-mf-N-N.wav;0
Brass/Bass_Tuba/ordinario/BTb-ord-B1-mf-N-T16u.wav;0
Brass/Bass_Tuba/ordinario/BTb-ord-C2-mf-N-T23u.wav;2
Brass/Bass_Tuba/ordinario/BTb-ord-C#2-mf-N-N.wav;3
Brass/Bass_Tuba/ordinario/BTb-ord-D2-mf-N-T15u.wav;1
Brass/Bass_Tuba/ordinario/BTb-ord-D#2-mf-N-T34u.wav;1
Brass/Bass_Tuba/ordinario/BTb-ord-E2-mf-N-T27u.wav;2
Brass/Bass_Tuba/ordinario/BTb-ord-F2-mf-N-T24u.wav;3
Brass/Bass_Tuba/ordinario/BTb-ord-F#2-mf-N-T19u.wav;1
Brass/Bass_Tuba/ordinario/BTb-ord-G2-mf-N-T15u.wav;2
Brass/Bass_Tuba/ordinario/BTb-ord-G#2-mf-N-T26u.wav;0
Brass/Bass_Tuba/ordinario/BTb-ord-A2-mf-N-T29u.wav;0
Brass/Bass_Tuba/ordinario/BTb-ord-A#2-mf-N-T29u.wav;2
Brass/Bass_Tuba/ordinario/BTb-ord-B2-mf-N-T17u.wav;2
Brass/Bass_Tuba/ordinario/BTb-ord-C3-mf-N-T28u.wav;0
Brass/Bass_Tuba/ordinario/BTb-ord-C#3-mf-N-T25u.wav;0
Brass/Bass_Tuba/ordinario/BTb-ord-D3-mf-N-T16u.wav;3
Brass/Bass_Tuba/ordinario/BTb-ord-D#3-mf-N-T25u.wav;4
Brass/Bass_Tuba/ordinario/BTb-ord-E3-mf-N-T23u.wav;3
Brass/Bass_Tuba/ordinario/BTb-ord-F3-mf-N-N.wav;1
Brass/Bass_Tuba/ordinario/BTb-ord-F#3-mf-N-N.wav;2
Brass/Bass_Tuba/ordinario/BTb-ord-G3-mf-N-T14u.wav;4
Brass/Bass_Tuba/ordinario/BTb-ord-G#3-mf-N-T11u.wav;3
Brass/Bass_Tuba/ordinario/BTb-ord-A3-mf-N-N.wav;2
Brass/Bass_Tuba/ordinario/BTb-ord-A#3-mf-N-T14u.wav;3
Brass/Bass_Tuba/ordinario/BTb-ord-B3-mf-N-N.wav;2
Brass/Bass_Tuba/ordinario/BTb-ord-C4-mf-N-N.wav;4
Brass/Bass_Tuba/ordinario/BTb-ord-C#4-mf-N-N.wav;2
Brass/Bass_Tuba/ordinario/BTb-ord-D4-mf-N-N.wav;3
Brass/Bass_Tuba/ordinario/BTb-ord-D#4-mf-N-N.wav;1
Brass/Bass_Tuba/ordinario/BTb-ord-E4-mf-N-T11d.wav;4
Brass/Bass_Tuba/ordinario/BTb-ord-F4-mf-N-N.wav;4
Brass/Bass_Tuba/ordinario/BTb-ord-F#1-ff-N-N.wav;3
Brass/Bass_Tuba/ordinario/BTb-ord-G1-ff-N-T15d.wav;4
Brass/Bass_Tuba/ordinario/BTb-ord-G#1-ff-N-T12u.wav;3
Brass/Bass_Tuba/ordinario/BTb-ord-A1-ff-N-T19d.wav;0
Brass/Bass_Tuba/ordinario/BTb-ord-A#1-ff-N-T30d.wav;0
Brass/Bass_Tuba/ordinario/BTb-ord-B1-ff-N-N.wav;0
Brass/Bass_Tuba/ordinario/BTb-ord-C2-ff-N-N.wav;1
Brass/Bass_Tuba/ordinario/BTb-ord-C#2-ff-N-N.wav;2
Brass/Bass_Tuba/ordinario/BTb-ord-D2-ff-N-T13u.wav;1
Brass/Bass_Tuba/ordinario/BTb-ord-D#2-ff-N-N.wav;0
Brass/Bass_Tuba/ordinario/BTb-ord-E2-ff-N-T10u.wav;1
Brass/Bass_Tuba/ordinario/BTb-ord-F2-ff-N-T15u.wav;2
Brass/Bass_Tuba/ordinario/BTb-ord-F#2-ff-N-N.wav;2
Brass/Bass_Tuba/ordinario/BTb-ord-G2-ff-N-N.wav;0
Brass/Bass_Tuba/ordinario/BTb-ord-G#2-ff-N-N.wav;0
Brass/Bass_Tuba/ordinario/BTb-ord-A2-ff-N-N.wav;0
Brass/Bass_Tuba/ordinario/BTb-ord-A#2-ff-N-T19u.wav;1
Brass/Bass_Tuba/ordinario/BTb-ord-B2-ff-N-N.wav;0
Brass/Bass_Tuba/ordinario/BTb-ord-C3-ff-N-T18u.wav;3
Brass/Bass_Tuba/ordinario/BTb-ord-C#3-ff-N-N.wav;1
Brass/Bass_Tuba/ordinario/BTb-ord-D3-ff-N-T15u.wav;4
Brass/Bass_Tuba/ordinario/BTb-ord-D#3-ff-N-T17u.wav;3
Brass/Bass_Tuba/ordinario/BTb-ord-E3-ff-N-T16u.wav;0
Brass/Bass_Tuba/ordinario/BTb-ord-F3-ff-N-N.wav;3
Brass/Bass_Tuba/ordinario/BTb-ord-F#3-ff-N-N.wav;2
Brass/Bass_Tuba/ordinario/BTb-ord-G3-ff-N-T14u.wav;3
Brass/Bass_Tuba/ordinario/BTb-ord-G#3-ff-N-N.wav;2
Brass/Bass_Tuba/ordinario/BTb-ord-A3-ff-N-N.wav;3
Brass/Bass_Tuba/ordinario/BTb-ord-A#3-ff-N-N.wav;0
Brass/Bass_Tuba/ordinario/BTb-ord-B3-ff-N-T18d.wav;4
Brass/Bass_Tuba/ordinario/BTb-ord-C4-ff-N-N.wav;1
Brass/Bass_Tuba/ordinario/BTb-ord-C#4-ff-N-T21u.wav;3
Brass/Bass_Tuba/ordinario/BTb-ord-D4-ff-N-N.wav;4
Brass/Bass_Tuba/ordinario/BTb-ord-D#4-ff-N-N.wav;3
Brass/Bass_Tuba/ordinario/BTb-ord-E4-ff-N-N.wav;4
Brass/Bass_Tuba/ordinario/BTb-ord-F4-ff-N-N.wav;1
Brass/Horn/ordinario/Hn-ord-A#1-pp-N-N.wav;0
Brass/Horn/ordinario/Hn-ord-B1-pp-N-T15d.wav;0
Brass/Horn/ordinario/Hn-ord-C2-pp-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-C#2-pp-N-N.wav;1
Brass/Horn/ordinario/Hn-ord-D2-pp-N-N.wav;1
Brass/Horn/ordinario/Hn-ord-D#2-pp-N-R100u.wav;2
Brass/Horn/ordinario/Hn-ord-E2-pp-N-N.wav;1
Brass/Horn/ordinario/Hn-ord-F2-pp-N-N.wav;1
Brass/Horn/ordinario/Hn-ord-F#2-pp-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-G2-pp-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-G#2-pp-N-N.wav;0
Brass/Horn/ordinario/Hn-ord-A2-pp-N-R100u.wav;0
Brass/Horn/ordinario/Hn-ord-A#2-pp-N-R100d.wav;1
Brass/Horn/ordinario/Hn-ord-B2-pp-N-N.wav;2
Brass/Horn/ordinario/Hn-ord-C3-pp-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-C#3-pp-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-D3-pp-N-N.wav;2
Brass/Horn/ordinario/Hn-ord-D#3-pp-N-N.wav;1
Brass/Horn/ordinario/Hn-ord-E3-pp-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-F3-pp-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-F#3-pp-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-G3-pp-N-N.wav;0
Brass/Horn/ordinario/Hn-ord-G#3-pp-N-N.wav;2
Brass/Horn/ordinario/Hn-ord-A3-pp-N-N.wav;1
Brass/Horn/ordinario/Hn-ord-A#3-pp-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-B3-pp-N-N.wav;1
Brass/Horn/ordinario/Hn-ord-C4-pp-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-C#4-pp-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-D4-pp-N-N.wav;0
Brass/Horn/ordinario/Hn-ord-D#4-pp-N-N.wav;4
Brass/Horn/ordinario/Hn-ord-E4-pp-N-N.wav;4
Brass/Horn/ordinario/Hn-ord-F4-pp-N-N.wav;2
Brass/Horn/ordinario/Hn-ord-F#4-pp-N-T10u.wav;2
Brass/Horn/ordinario/Hn-ord-G4-pp-N-N.wav;4
Brass/Horn/ordinario/Hn-ord-G#4-pp-N-T10u.wav;2
Brass/Horn/ordinario/Hn-ord-A4-pp-N-N.wav;4
Brass/Horn/ordinario/Hn-ord-A#4-pp-N-N.wav;0
Brass/Horn/ordinario/Hn-ord-B4-pp-N-N.wav;2
Brass/Horn/ordinario/Hn-ord-C5-pp-N-N.wav;4
Brass/Horn/ordinario/Hn-ord-C#5-pp-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-D5-pp-N-T10u.wav;0
Brass/Horn/ordinario/Hn-ord-D#5-pp-N-N.wav;2
Brass/Horn/ordinario/Hn-ord-E5-pp-N-N.wav;4
Brass/Horn/ordinario/Hn-ord-F5-pp-N-T11u.wav;4
Brass/Horn/ordinario/Hn-ord-G1-mf-N-T40d.wav;1
Brass/Horn/ordinario/Hn-ord-G#1-mf-N-N.wav;1
Brass/Horn/ordinario/Hn-ord-A1-mf-N-N.wav;2
Brass/Horn/ordinario/Hn-ord-A#1-mf-N-T17d.wav;0
Brass/Horn/ordinario/Hn-ord-B1-mf-N-N.wav;0
Brass/Horn/ordinario/Hn-ord-C2-mf-N-N.wav;0
Brass/Horn/ordinario/Hn-ord-C#2-mf-N-N.wav;1
Brass/Horn/ordinario/Hn-ord-D2-mf-N-N.wav;2
Brass/Horn/ordinario/Hn-ord-D#2-mf-N-N.wav;1
Brass/Horn/ordinario/Hn-ord-E2-mf-N-N.wav;0
Brass/Horn/ordinario/Hn-ord-F2-mf-N-N.wav;2
Brass/Horn/ordinario/Hn-ord-F#2-mf-N-N.wav;0
Brass/Horn/ordinario/Hn-ord-G2-mf-N-N.wav;1
Brass/Horn/ordinario/Hn-ord-G#2-mf-N-N.wav;1
Brass/Horn/ordinario/Hn-ord-A2-mf-N-N.wav;2
Brass/Horn/ordinario/Hn-ord-A#2-mf-N-N.wav;0
Brass/Horn/ordinario/Hn-ord-B2-mf-N-N.wav;2
Brass/Horn/ordinario/Hn-ord-C3-mf-N-N.wav;0
Brass/Horn/ordinario/Hn-ord-C#3-mf-N-N.wav;2
Brass/Horn/ordinario/Hn-ord-D3-mf-N-N.wav;4
Brass/Horn/ordinario/Hn-ord-D#3-mf-N-N.wav;1
Brass/Horn/ordinario/Hn-ord-E3-mf-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-F3-mf-N-N.wav;1
Brass/Horn/ordinario/Hn-ord-F#3-mf-N-N.wav;2
Brass/Horn/ordinario/Hn-ord-G3-mf-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-G#3-mf-N-N.wav;0
Brass/Horn/ordinario/Hn-ord-A3-mf-N-N.wav;1
Brass/Horn/ordinario/Hn-ord-A#3-mf-N-N.wav;4
Brass/Horn/ordinario/Hn-ord-B3-mf-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-C4-mf-N-N.wav;2
Brass/Horn/ordinario/Hn-ord-C#4-mf-N-T12u.wav;4
Brass/Horn/ordinario/Hn-ord-D4-mf-N-N.wav;4
Brass/Horn/ordinario/Hn-ord-D#4-mf-N-N.wav;4
Brass/Horn/ordinario/Hn-ord-E4-mf-N-N.wav;0
Brass/Horn/ordinario/Hn-ord-F4-mf-N-N.wav;4
Brass/Horn/ordinario/Hn-ord-F#4-mf-N-N.wav;4
Brass/Horn/ordinario/Hn-ord-G4-mf-N-N.wav;4
Brass/Horn/ordinario/Hn-ord-G#4-mf-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-A4-mf-N-N.wav;1
Brass/Horn/ordinario/Hn-ord-A#4-mf-N-N.wav;4
Brass/Horn/ordinario/Hn-ord-B4-mf-N-N.wav;1
Brass/Horn/ordinario/Hn-ord-C5-mf-N-N.wav;0
Brass/Horn/ordinario/Hn-ord-C#5-mf-N-N.wav;4
Brass/Horn/ordinario/Hn-ord-D5-mf-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-D#5-mf-N-N.wav;1
Brass/Horn/ordinario/Hn-ord-E5-mf-N-T13u.wav;2
Brass/Horn/ordinario/Hn-ord-F5-mf-N-N.wav;2
Brass/Horn/ordinario/Hn-ord-B1-ff-N-N.wav;1
Brass/Horn/ordinario/Hn-ord-C2-ff-N-N.wav;0
Brass/Horn/ordinario/Hn-ord-C#2-ff-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-D2-ff-N-N.wav;2
Brass/Horn/ordinario/Hn-ord-D#2-ff-N-T11u.wav;0
Brass/Horn/ordinario/Hn-ord-E2-ff-N-T18u.wav;2
Brass/Horn/ordinario/Hn-ord-F2-ff-N-T11u.wav;1
Brass/Horn/ordinario/Hn-ord-F#2-ff-N-N.wav;0
Brass/Horn/ordinario/Hn-ord-G2-ff-N-R100u.wav;0
Brass/Horn/ordinario/Hn-ord-G#2-ff-N-N.wav;0
Brass/Horn/ordinario/Hn-ord-A2-ff-N-N.wav;0
Brass/Horn/ordinario/Hn-ord-A#2-ff-N-N.wav;2
Brass/Horn/ordinario/Hn-ord-B2-ff-N-N.wav;0
Brass/Horn/ordinario/Hn-ord-C3-ff-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-C#3-ff-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-D3-ff-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-D#3-ff-N-N.wav;1
Brass/Horn/ordinario/Hn-ord-E3-ff-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-F3-ff-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-F#3-ff-N-N.wav;2
Brass/Horn/ordinario/Hn-ord-G3-ff-N-N.wav;0
Brass/Horn/ordinario/Hn-ord-G#3-ff-N-N.wav;4
Brass/Horn/ordinario/Hn-ord-A3-ff-N-N.wav;4
Brass/Horn/ordinario/Hn-ord-A#3-ff-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-B3-ff-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-C4-ff-N-N.wav;4
Brass/Horn/ordinario/Hn-ord-C#4-ff-N-N.wav;4
Brass/Horn/ordinario/Hn-ord-D4-ff-N-N.wav;2
Brass/Horn/ordinario/Hn-ord-D#4-ff-N-N.wav;1
Brass/Horn/ordinario/Hn-ord-E4-ff-N-N.wav;4
Brass/Horn/ordinario/Hn-ord-F4-ff-N-N.wav;1
Brass/Horn/ordinario/Hn-ord-F#4-ff-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-G4-ff-N-N.wav;0
Brass/Horn/ordinario/Hn-ord-G#4-ff-N-N.wav;3
Brass/Horn/ordinario/Hn-ord-A4-ff-N-N.wav;4
Brass/Horn/ordinario/Hn-ord-A#4-ff-N-N.wav;4
Brass/Horn/ordinario/Hn-ord-B4-ff-N-N.wav;2
Brass/Horn/ordinario/Hn-ord-C5-ff-N-N.wav;1
Brass/Horn/ordinario/Hn-ord-C#5-ff-N-N.wav;2
Brass/Horn/ordinario/Hn-ord-D5-ff-N-N.wav;4
Brass/Horn/ordinario/Hn-ord-D#5-ff-N-T10u.wav;1
Brass/Horn/ordinario/Hn-ord-E5-ff-N-N.wav;2
Brass/Horn/ordinario/Hn-ord-F5-ff-N-N.wav;4
Brass/Trombone/ordinario/Tbn-ord-A#1-pp-N-N.wav;2
Brass/Trombone/ordinario/Tbn-ord-B1-pp-N-N.wav;2
Brass/Trombone/ordinario/Tbn-ord-C2-pp-N-T23d.wav;1
Brass/Trombone/ordinario/Tbn-ord-C#2-pp-N-N.wav;0
Brass/Trombone/ordinario/Tbn-ord-D2-pp-N-T12d.wav;1
Brass/Trombone/ordinario/Tbn-ord-D#2-pp-N-T14u.wav;0
Brass/Trombone/ordinario/Tbn-ord-E2-pp-N-T21u.wav;2
Brass/Trombone/ordinario/Tbn-ord-F2-pp-N-N.wav;0
Brass/Trombone/ordinario/Tbn-ord-F#2-pp-N-T20d.wav;1
Brass/Trombone/ordinario/Tbn-ord-G2-pp-N-N.wav;1
Brass/Trombone/ordinario/Tbn-ord-G#2-pp-N-T27u.wav;2
Brass/Trombone/ordinario/Tbn-ord-A2-pp-N-N.wav;1
Brass/Trombone/ordinario/Tbn-ord-A#2-pp-N-N.wav;2
Brass/Trombone/ordinario/Tbn-ord-B2-pp-N-T19d.wav;2
Brass/Trombone/ordinario/Tbn-ord-C3-pp-N-T25d.wav;2
Brass/Trombone/ordinario/Tbn-ord-C#3-pp-N-N.wav;3
Brass/Trombone/ordinario/Tbn-ord-D3-pp-N-T11u.wav;0
Brass/Trombone/ordinario/Tbn-ord-D#3-pp-N-N.wav;0
Brass/Trombone/ordinario/Tbn-ord-E3-pp-N-N.wav;1
Brass/Trombone/ordinario/Tbn-ord-F3-pp-N-N.wav;2
Brass/Trombone/ordinario/Tbn-ord-F#3-pp-N-N.wav;1
Brass/Trombone/ordinario/Tbn-ord-G3-pp-N-N.wav;0
Brass/Trombone/ordinario/Tbn-ord-G#3-pp-N-N.wav;1
Brass/Trombone/ordinario/Tbn-ord-A3-pp-N-T14u.wav;4
Brass/Trombone/ordinario/Tbn-ord-A#3-pp-N-N.wav;2
Brass/Trombone/ordinario/Tbn-ord-B3-pp-N-N.wav;1
Brass/Trombone/ordinario/Tbn-ord-C4-pp-N-N.wav;3
Brass/Trombone/ordinario/Tbn-ord-C#4-pp-N-N.wav;4
Brass/Trombone/ordinario/Tbn-ord-D4-pp-N-N.wav;4
Brass/Trombone/ordinario/Tbn-ord-D#4-pp-N-T13u.wav;0
Brass/Trombone/ordinario/Tbn-ord-E4-pp-N-N.wav;0
Brass/Trombone/ordinario/Tbn-ord-F4-pp-N-N.wav;3
Brass/Trombone/ordinario/Tbn-ord-F#4-pp-N-T10u.wav;0
Brass/Trombone/ordinario/Tbn-ord-G4-pp-N-N.wav;4
Brass/Trombone/ordinario/Tbn-ord-G#4-pp-N-N.wav;3
Brass/Trombone/ordinario/Tbn-ord-A4-pp-N-N.wav;0
Brass/Trombone/ordinario/Tbn-ord-A#4-pp-N-N.wav;2
Brass/Trombone/ordinario/Tbn-ord-B4-pp-N-N.wav;3
Brass/Trombone/ordinario/Tbn-ord-C5-pp-N-N.wav;3
Brass/Trombone/ordinario/Tbn-ord-A#1-mf-N-N.wav;3
Brass/Trombone/ordinario/Tbn-ord-B1-mf-N-T14d.wav;2
Brass/Trombone/ordinario/Tbn-ord-C2-mf-N-T44d.wav;1
Brass/Trombone/ordinario/Tbn-ord-C#2-mf-N-T33d.wav;0
Brass/Trombone/ordinario/Tbn-ord-D2-mf-N-T26d.wav;0
Brass/Trombone/ordinario/Tbn-ord-D#2-mf-N-N.wav;3
Brass/Trombone/ordinario/Tbn-ord-E2-mf-N-N.wav;1
Brass/Trombone/ordinario/Tbn-ord-F2-mf-N-N.wav;2
Brass/Trombone/ordinario/Tbn-ord-F#2-mf-N-T28d.wav;1
Brass/Trombone/ordinario/Tbn-ord-G2-mf-N-N.wav;3
Brass/Trombone/ordinario/Tbn-ord-G#2-mf-N-N.wav;3
Brass/Trombone/ordinario/Tbn-ord-A2-mf-N-N.wav;1
Brass/Trombone/ordinario/Tbn-ord-A#2-mf-N-N.wav;0
Brass/Trombone/ordinario/Tbn-ord-B2-mf-N-T26d.wav;1
Brass/Trombone/ordinario/Tbn-ord-C3-mf-N-T18d.wav;3
Brass/Trombone/ordinario/Tbn-ord-C#3-mf-N-N.wav;0
Brass/Trombone/ordinario/Tbn-ord-D3-mf-N-N.wav;2
Brass/Trombone/ordinario/Tbn-ord-D#3-mf-N-N.wav;1
Brass/Trombone/ordinario/Tbn-ord-E3-mf-N-N.wav;3
Brass/Trombone/ordinario/Tbn-ord-F3-mf-N-N.wav;0
Brass/Trombone/ordinario/Tbn-ord-F#3-mf-N-N.wav;3
Brass/Trombone/ordinario/Tbn-ord-G3-mf-N-T18d.wav;0
Brass/Trombone/ordinario/Tbn-ord-G#3-mf-N-N.wav;4
Brass/Trombone/ordinario/Tbn-ord-A3-mf-N-N.wav;0
Brass/Trombone/ordinario/Tbn-ord-A#3-mf-N-N.wav;2
Brass/Trombone/ordinario/Tbn-ord-B3-mf-N-N.wav;3
Brass/Trombone/ordinario/Tbn-ord-C4-mf-N-N.wav;0
Brass/Trombone/ordinario/Tbn-ord-C#4-mf-N-T13d.wav;4
Brass/Trombone/ordinario/Tbn-ord-D4-mf-N-N.wav;4
Brass/Trombone/ordinario/Tbn-ord-D#4-mf-N-N.wav;4
Brass/Trombone/ordinario/Tbn-ord-E4-mf-N-T10u.wav;4
Brass/Trombone/ordinario/Tbn-ord-F4-mf-N-N.wav;4
Brass/Trombone/ordinario/Tbn-ord-F#4-mf-N-T10u.wav;2
Brass/Trombone/ordinario/Tbn-ord-G4-mf-N-N.wav;4
Brass/Trombone/ordinario/Tbn-ord-G#4-mf-N-N.wav;3
Brass/Trombone/ordinario/Tbn-ord-A4-mf-N-N.wav;4
Brass/Trombone/ordinario/Tbn-ord-A#4-mf-N-N.wav;4
Brass/Trombone/ordinario/Tbn-ord-B4-mf-N-N.wav;3
Brass/Trombone/ordinario/Tbn-ord-C5-mf-N-T23u.wav;4
Brass/Trombone/ordinario/Tbn-ord-A#1-ff-N-T14d.wav;3
Brass/Trombone/ordinario/Tbn-ord-B1-ff-N-T27d.wav;3
Brass/Trombone/ordinario/Tbn-ord-C2-ff-N-T58d.wav;0
Brass/Trombone/ordinario/Tbn-ord-C#2-ff-N-T21d.wav;3
Brass/Trombone/ordinario/Tbn-ord-D2-ff-N-T37d.wav;1
Brass/Trombone/ordinario/Tbn-ord-D#2-ff-N-N.wav;0
Brass/Trombone/ordinario/Tbn-ord-E2-ff-N-T12d.wav;1
Brass/Trombone/ordinario/Tbn-ord-F2-ff-N-N.wav;1
Brass/Trombone/ordinario/Tbn-ord-F#2-ff-N-T24d.wav;2
Brass/Trombone/ordinario/Tbn-ord-G2-ff-N-N.wav;0
Brass/Trombone/ordinario/Tbn-ord-G#2-ff-N-T15u.wav;1
Brass/Trombone/ordinario/Tbn-ord-A2-ff-N-N.wav;0
Brass/Trombone/ordinario/Tbn-ord-A#2-ff-N-N.wav;2
Brass/Trombone/ordinario/Tbn-ord-B2-ff-N-T26d.wav;1
Brass/Trombone/ordinario/Tbn-ord-C3-ff-N-T25d.wav;1
Brass/Trombone/ordinario/Tbn-ord-C#3-ff-N-N.wav;2
Brass/Trombone/ordinario/Tbn-ord-D3-ff-N-N.wav;2
Brass/Trombone/ordinario/Tbn-ord-D#3-ff-N-N.wav;2
Brass/Trombone/ordinario/Tbn-ord-E3-ff-N-N.wav;4
Brass/Trombone/ordinario/Tbn-ord-F3-ff-N-N.wav;4
Brass/Trombone/ordinario/Tbn-ord-F#3-ff-N-N.wav;3
Brass/Trombone/ordinario/Tbn-ord-G3-ff-N-N.wav;3
Brass/Trombone/ordinario/Tbn-ord-G#3-ff-N-T10u.wav;3
Brass/Trombone/ordinario/Tbn-ord-A3-ff-N-N.wav;2
Brass/Trombone/ordinario/Tbn-ord-A#3-ff-N-N.wav;3
Brass/Trombone/ordinario/Tbn-ord-B3-ff-N-N.wav;4
Brass/Trombone/ordinario/Tbn-ord-C4-ff-N-N.wav;2
Brass/Trombone/ordinario/Tbn-ord-C#4-ff-N-N.wav;4
Brass/Trombone/ordinario/Tbn-ord-D4-ff-N-N.wav;4
Brass/Trombone/ordinario/Tbn-ord-D#4-ff-N-N.wav;4
Brass/Trombone/ordinario/Tbn-ord-E4-ff-N-N.wav;4
Brass/Trombone/ordinario/Tbn-ord-F4-ff-N-N.wav;4
Brass/Trombone/ordinario/Tbn-ord-F#4-ff-N-T10u.wav;1
Brass/Trombone/ordinario/Tbn-ord-G4-ff-N-N.wav;4
Brass/Trombone/ordinario/Tbn-ord-G#4-ff-N-N.wav;2
Brass/Trombone/ordinario/Tbn-ord-A4-ff-N-N.wav;4
Brass/Trombone/ordinario/Tbn-ord-A#4-ff-N-N.wav;0
Brass/Trombone/ordinario/Tbn-ord-B4-ff-N-N.wav;1
Brass/Trombone/ordinario/Tbn-ord-C5-ff-N-T24u.wav;4
Brass/Trumpet_C/ordinario/TpC-ord-F#3-pp-N-N.wav;0
Brass/Trumpet_C/ordinario/TpC-ord-G3-pp-N-N.wav;2
Brass/Trumpet_C/ordinario/TpC-ord-G#3-pp-N-N.wav;3
Brass/Trumpet_C/ordinario/TpC-ord-A3-pp-N-T10d.wav;3
Brass/Trumpet_C/ordinario/TpC-ord-A#3-pp-N-N.wav;1
Brass/Trumpet_C/ordinario/TpC-ord-B3-pp-N-N.wav;3
